scenario_id,feeder_id,pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,base_pv_bus_voltage_pu,pv_pv_bus_voltage_pu,delta_pv_bus_voltage_pu,base_min_voltage_pu,base_max_voltage_pu,pv_min_voltage_pu,pv_max_voltage_pu,max_voltage_rise_pu,worst_voltage_bus,base_max_line_loading_pct,pv_max_line_loading_pct,base_max_transformer_loading_pct,pv_max_transformer_loading_pct,worst_line,worst_transformer,base_total_p_kw,pv_total_p_kw,delta_total_p_kw,base_total_q_kvar,pv_total_q_kvar,delta_total_q_kvar,base_losses_kw,pv_losses_kw,delta_losses_kw,reverse_power_flow,constraint_type,constraint_reason,label,base_min_voltage_bus,base_max_voltage_bus,pv_min_voltage_bus,pv_max_voltage_bus,delta_line_loading_pct,delta_transformer_loading_pct,existing_load_at_bus_kw,pv_bus_vn_kv,base_worst_line,base_worst_transformer,reverse_reason,converged
S00061,IEEE_CompTestFeeder,633,0,155,155,0.91349,0.98428,0.07079,0.90593,1.00536,0.92755,1.00677,0.0014,702,8.77,34.08,92.8,92.42,SEC-7,T1,4178.44,4001.44,-177.0,1690.21,1633.27,-56.94,442.35,420.36,-22.0,1,voltage_rise,Voltage rise at PV bus 633 0.0708 pu exceeds 0.05,CONSTRAINED,734,702,735,702,25.3,-0.38,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.131 reversed,True
S00062,IEEE_CompTestFeeder,7693,0,61,61,0.95408,0.96358,0.0095,0.90593,1.00536,0.90886,1.00633,0.00096,702,8.77,8.57,92.8,92.47,OH-1 parallel with OH-2,T1,4178.44,4093.83,-84.61,1690.21,1648.07,-42.14,442.35,418.74,-23.61,1,caution,reverse flow,CAUTION,734,702,734,702,-0.21,-0.33,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00063,IEEE_CompTestFeeder,620,0,166,166,0.99457,0.99981,0.00524,0.90593,1.00536,0.9083,1.00646,0.00109,702,8.77,8.58,92.8,92.55,OH-6,T7,4178.44,3998.76,-179.68,1690.21,1649.11,-41.1,442.35,428.68,-13.68,1,caution,reverse flow,CAUTION,734,702,734,702,-0.19,-0.25,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.100 reversed,True
S00064,IEEE_CompTestFeeder,632,0,236,236,0.92107,0.93799,0.01692,0.90593,1.00536,0.92313,1.00758,0.00221,702,8.77,8.13,92.8,139.0,OH-1 parallel with OH-2,T4,4178.44,3897.27,-281.17,1690.21,1600.82,-89.39,442.35,397.19,-45.17,1,transformer_loading,Transformer T4 loading 139.0% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.65,46.2,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00065,IEEE_CompTestFeeder,624,4,136,140,0.99603,1.04313,0.0471,0.90599,1.00539,0.90779,1.04313,0.03774,624,8.77,32.29,92.8,92.61,SEC-1,T7,4174.1,4033.37,-140.73,1689.15,1659.22,-29.94,442.01,437.28,-4.73,1,caution,max 1.0431>1.03; rise 0.0471>=0.03; reverse flow,CAUTION,734,702,734,624,23.52,-0.19,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.062->-0.068 reversed,True
S00066,IEEE_CompTestFeeder,748,0,129,129,0.95588,0.96855,0.01267,0.90593,1.00536,0.9112,1.00698,0.00161,702,8.77,8.38,92.8,92.4,OH-1 parallel with OH-2,T1,4178.44,4012.71,-165.74,1690.21,1621.67,-68.54,442.35,405.62,-36.74,1,caution,reverse flow,CAUTION,734,702,734,702,-0.4,-0.4,76.88,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00067,IEEE_CompTestFeeder,739,0,190,190,0.98479,1.00053,0.01573,0.90593,1.00536,0.91278,1.00734,0.00197,702,8.77,8.24,92.8,100.04,OH-1 parallel with OH-2,T6,4178.44,3947.57,-230.87,1690.21,1608.78,-81.43,442.35,401.48,-40.87,1,transformer_loading,Transformer T6 loading 100.0% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.54,7.24,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.073 reversed,True
S00068,IEEE_CompTestFeeder,7392,0,126,126,0.98479,0.99538,0.01059,0.90593,1.00536,0.91055,1.00671,0.00134,702,8.77,8.41,92.8,92.43,OH-1 parallel with OH-2,T1,4178.44,4024.45,-153.99,1690.21,1634.38,-55.83,442.35,414.36,-27.99,1,caution,reverse flow,CAUTION,734,702,734,702,-0.36,-0.37,0,0.24,OH-1 parallel with OH-2,T7,line 26 0.041->-0.085 reversed,True
S00069,IEEE_CompTestFeeder,6262,0,29,29,0.99457,1.02367,0.0291,0.90593,1.00536,0.90633,1.02367,0.01831,626,8.77,8.71,92.8,92.76,OH-1 parallel with OH-2,T7,4178.44,4147.8,-30.64,1690.21,1683.16,-7.05,442.35,440.71,-1.64,0,none,No violation,SAFE,734,702,734,626,-0.07,-0.04,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00070,IEEE_CompTestFeeder,6331,0,110,110,0.91349,0.96487,0.05138,0.90593,1.00536,0.92621,1.0064,0.00104,702,8.77,23.6,92.8,92.46,SEC-7,T1,4178.44,4050.18,-128.27,1690.21,1647.65,-42.56,442.35,424.09,-18.27,1,voltage_rise,Voltage rise at PV bus 6331 0.0514 pu exceeds 0.05,CONSTRAINED,734,702,735,702,14.82,-0.34,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.090 reversed,True
S00071,IEEE_CompTestFeeder,7391,3,177,180,0.98505,0.99973,0.01468,0.90604,1.0054,0.91244,1.00724,0.00184,702,8.77,8.26,92.79,93.51,OH-1 parallel with OH-2,T6,4174.73,3959.52,-215.21,1688.79,1612.66,-76.13,441.65,403.44,-38.21,1,caution,reverse flow,CAUTION,734,702,734,702,-0.5,0.72,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.113->-0.063 reversed,True
S00072,IEEE_CompTestFeeder,714,0,191,191,0.99084,0.99535,0.00452,0.90593,1.00536,0.90732,1.00648,0.00112,702,8.77,8.76,92.8,92.65,OH-1 parallel with OH-2,T7,4178.44,3979.21,-199.24,1690.21,1649.71,-40.5,442.35,434.12,-8.24,0,none,No violation,SAFE,734,702,734,702,-0.02,-0.15,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00073,IEEE_CompTestFeeder,6221,4,68,72,0.99737,1.04248,0.04511,0.90599,1.00539,0.90689,1.04248,0.03708,622,8.77,16.61,92.8,92.7,SEC-5,T7,4174.1,4103.77,-70.33,1689.16,1673.85,-15.31,442.01,439.69,-2.33,0,caution,max 1.0425>1.03; rise 0.0451>=0.03,CAUTION,734,702,734,622,7.85,-0.1,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00074,IEEE_CompTestFeeder,732,0,119,119,0.92107,0.92984,0.00877,0.90593,1.00536,0.91485,1.00654,0.00117,702,8.77,8.44,92.8,92.45,OH-1 parallel with OH-2,T1,4178.44,4035.25,-143.19,1690.21,1642.05,-48.16,442.35,418.16,-24.19,1,caution,reverse flow,CAUTION,734,702,734,702,-0.33,-0.36,25.4,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00075,IEEE_CompTestFeeder,722,0,76,76,0.99457,1.045,0.05043,0.90593,1.00536,0.90694,1.045,0.03964,622,8.77,17.5,92.8,92.7,SEC-5,T7,4178.44,4099.82,-78.62,1690.21,1673.08,-17.13,442.35,439.74,-2.62,0,voltage_rise,Voltage rise at PV bus 722 0.0504 pu exceeds 0.05,CONSTRAINED,734,702,734,622,8.72,-0.11,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00076,IEEE_CompTestFeeder,7391,0,241,241,0.98479,1.00452,0.01973,0.90593,1.00536,0.91452,1.00781,0.00245,702,8.77,8.1,92.8,133.27,OH-1 parallel with OH-2,T6,4178.44,3886.92,-291.53,1690.21,1589.65,-100.56,442.35,391.83,-50.53,1,transformer_loading,Transformer T6 loading 133.3% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.68,40.47,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.123 reversed,True
S00077,IEEE_CompTestFeeder,708,0,225,225,0.95802,0.96616,0.00814,0.90593,1.00536,0.90746,1.00658,0.00122,702,8.77,8.76,92.8,92.64,OH-1 parallel with OH-2,T7,4178.44,3944.81,-233.63,1690.21,1647.34,-42.87,442.35,433.73,-8.63,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.16,75.0,0.24,OH-1 parallel with OH-2,T7,trafo 16 reversed,True
S00078,IEEE_CompTestFeeder,7693,0,171,171,0.95408,0.97978,0.0257,0.90593,1.00536,0.91383,1.00791,0.00255,702,8.77,8.21,92.8,92.31,OH-1 parallel with OH-2,T1,4178.44,3945.65,-232.8,1690.21,1579.69,-110.52,442.35,380.56,-61.8,1,caution,reverse flow,CAUTION,734,702,734,702,-0.57,-0.49,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00079,IEEE_CompTestFeeder,7692,4,242,246,0.95472,0.99021,0.0355,0.90612,1.00543,0.91699,1.00889,0.00346,702,8.76,7.97,92.78,138.46,OH-1 parallel with OH-2,T22,4172.84,3847.56,-325.27,1687.35,1538.18,-149.16,440.75,357.48,-83.27,1,transformer_loading,Transformer T22 loading 138.5% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.79,45.68,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00080,IEEE_CompTestFeeder,7393,0,107,107,0.98479,0.99382,0.00903,0.90593,1.00536,0.90987,1.00651,0.00115,702,8.77,8.47,92.8,92.45,OH-1 parallel with OH-2,T1,4178.44,4047.44,-131.0,1690.21,1642.33,-47.88,442.35,418.36,-24.0,1,caution,reverse flow,CAUTION,734,702,734,702,-0.31,-0.35,0,0.24,OH-1 parallel with OH-2,T7,line 26 0.041->-0.066 reversed,True
S00081,IEEE_CompTestFeeder,632,0,5,5,0.92107,0.92145,0.00038,0.90593,1.00536,0.90631,1.00542,5e-05,702,8.77,8.76,92.8,92.78,OH-1 parallel with OH-2,T7,4178.44,4172.36,-6.08,1690.21,1688.05,-2.16,442.35,441.28,-1.08,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.02,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00082,IEEE_CompTestFeeder,6251,0,205,205,0.99457,1.1203,0.12574,0.90593,1.00536,0.90827,1.1203,0.11494,625,8.77,44.02,92.8,92.55,SEC-1,T7,4178.44,3981.25,-197.19,1690.21,1655.14,-35.07,442.35,450.16,7.81,1,voltage,Max voltage 1.1203 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,35.24,-0.25,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.116 reversed,True
S00083,IEEE_CompTestFeeder,7122,0,183,183,0.95827,0.96606,0.00779,0.90593,1.00536,0.90719,1.00637,0.001,702,8.77,8.76,92.8,92.67,OH-1 parallel with OH-2,T7,4178.44,3988.17,-190.27,1690.21,1654.62,-35.59,442.35,435.08,-7.27,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.13,0,0.24,OH-1 parallel with OH-2,T7,line 28 0.145->-0.038 reversed,True
S00084,IEEE_CompTestFeeder,7481,0,80,80,0.95588,0.96383,0.00796,0.90593,1.00536,0.90924,1.00638,0.00102,702,8.77,8.53,92.8,92.46,OH-1 parallel with OH-2,T1,4178.44,4075.1,-103.34,1690.21,1646.62,-43.59,442.35,419.01,-23.34,0,none,No violation,SAFE,734,702,734,702,-0.25,-0.34,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00085,IEEE_CompTestFeeder,739,12,193,205,0.98583,1.00171,0.01588,0.90638,1.0055,0.9133,1.00748,0.00198,702,8.74,8.19,92.75,109.83,OH-1 parallel with OH-2,T6,4163.62,3929.67,-233.95,1684.57,1603.04,-81.53,439.53,398.59,-40.95,1,transformer_loading,Transformer T6 loading 109.8% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.55,17.08,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.104->-0.088 reversed,True
S00086,IEEE_CompTestFeeder,7692,0,85,85,0.95408,0.96721,0.01313,0.90593,1.00536,0.90998,1.00669,0.00132,702,8.77,8.49,92.8,92.43,OH-1 parallel with OH-2,T1,4178.44,4061.03,-117.41,1690.21,1632.34,-57.87,442.35,409.94,-32.41,1,caution,reverse flow,CAUTION,734,702,734,702,-0.29,-0.37,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00087,IEEE_CompTestFeeder,632,0,127,127,0.92107,0.93041,0.00935,0.90593,1.00536,0.91543,1.00661,0.00125,702,8.77,8.42,92.8,92.44,OH-1 parallel with OH-2,T1,4178.44,4025.73,-152.71,1690.21,1639.04,-51.17,442.35,416.64,-25.71,1,caution,reverse flow,CAUTION,734,702,734,702,-0.35,-0.36,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00088,IEEE_CompTestFeeder,7483,11,45,56,0.95699,0.96148,0.00449,0.90639,1.00551,0.90826,1.00609,0.00058,702,8.74,8.6,92.75,92.52,OH-1 parallel with OH-2,T7,4164.12,4105.91,-58.21,1684.0,1659.32,-24.68,439.03,425.82,-13.21,0,none,No violation,SAFE,734,702,734,702,-0.14,-0.23,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00089,IEEE_CompTestFeeder,632,4,222,226,0.92137,0.93731,0.01594,0.90623,1.00541,0.92244,1.00749,0.00209,702,8.76,8.15,92.79,132.03,OH-1 parallel with OH-2,T4,4173.58,3908.96,-264.62,1688.48,1604.11,-84.37,441.49,398.88,-42.62,1,transformer_loading,Transformer T4 loading 132.0% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.61,39.24,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00090,IEEE_CompTestFeeder,730,0,22,22,0.94698,0.94791,0.00093,0.90593,1.00536,0.90649,1.00556,0.00019,702,8.77,8.72,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4153.03,-25.41,1690.21,1682.45,-7.76,442.35,438.95,-3.41,0,none,No violation,SAFE,734,702,734,702,-0.06,-0.06,85.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00091,IEEE_CompTestFeeder,748,0,246,246,0.95588,0.97936,0.02349,0.90593,1.00536,0.91566,1.00829,0.00292,702,8.77,8.04,92.8,119.32,OH-1 parallel with OH-2,T8,4178.44,3866.32,-312.12,1690.21,1567.13,-123.08,442.35,376.23,-66.12,1,transformer_loading,Transformer T8 loading 119.3% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.74,26.52,76.88,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00092,IEEE_CompTestFeeder,751,0,15,15,0.96852,0.96961,0.0011,0.90593,1.00536,0.90654,1.00555,0.00019,702,8.77,8.73,92.8,92.73,OH-1 parallel with OH-2,T7,4178.44,4159.14,-19.3,1690.21,1682.25,-7.96,442.35,438.06,-4.3,0,none,No violation,SAFE,734,702,734,702,-0.05,-0.07,0,0.48,OH-1 parallel with OH-2,T7,none,True
S00093,IEEE_CompTestFeeder,710,0,154,154,0.95737,0.96343,0.00605,0.90593,1.00536,0.90701,1.00623,0.00086,702,8.77,8.76,92.8,92.69,OH-1 parallel with OH-2,T7,4178.44,4017.99,-160.45,1690.21,1659.31,-30.9,442.35,435.91,-6.45,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.12,80.0,0.208,OH-1 parallel with OH-2,T7,trafo 17 reversed,True
S00094,IEEE_CompTestFeeder,7642,0,71,71,0.93653,0.94557,0.00905,0.90593,1.00536,0.90916,1.0064,0.00103,702,8.77,8.54,92.8,92.46,OH-1 parallel with OH-2,T1,4178.44,4082.22,-96.22,1690.21,1645.3,-44.91,442.35,417.13,-25.22,1,caution,reverse flow,CAUTION,734,702,734,702,-0.23,-0.34,0,0.24,OH-1 parallel with OH-2,T7,line 24 0.046->-0.025 reversed,True
S00095,IEEE_CompTestFeeder,734,0,85,85,0.90593,0.97874,0.07282,0.90593,1.00536,0.92536,1.00616,0.0008,702,8.77,17.21,92.8,92.5,SEC-8,T7,4178.44,4080.17,-98.27,1690.21,1657.42,-32.79,442.35,429.08,-13.27,1,voltage_rise,Voltage rise at PV bus 734 0.0728 pu exceeds 0.05,CONSTRAINED,734,702,735,702,8.44,-0.3,15.85,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.065 reversed,True
S00096,IEEE_CompTestFeeder,748,0,38,38,0.95588,0.9597,0.00382,0.90593,1.00536,0.90752,1.00586,0.00049,702,8.77,8.66,92.8,92.61,OH-1 parallel with OH-2,T7,4178.44,4129.12,-49.32,1690.21,1669.06,-21.15,442.35,431.03,-11.32,0,none,No violation,SAFE,734,702,734,702,-0.12,-0.19,76.88,0.24,OH-1 parallel with OH-2,T7,none,True
S00097,IEEE_CompTestFeeder,772,0,242,242,0.93426,0.95949,0.02522,0.90593,1.00536,0.91661,1.00874,0.00337,702,8.77,8.0,92.8,92.23,OH-1 parallel with OH-2,T1,4178.44,3855.68,-322.76,1690.21,1545.27,-144.94,442.35,361.6,-80.76,1,caution,reverse flow,CAUTION,734,702,734,702,-0.78,-0.57,100.0,0.208,OH-1 parallel with OH-2,T7,line 21 0.100->-0.142 reversed,True
S00098,IEEE_CompTestFeeder,708,0,164,164,0.95802,0.96402,0.006,0.90593,1.00536,0.90707,1.00628,0.00091,702,8.77,8.76,92.8,92.68,OH-1 parallel with OH-2,T7,4178.44,4007.74,-170.7,1690.21,1657.67,-32.54,442.35,435.66,-6.7,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.12,75.0,0.24,OH-1 parallel with OH-2,T7,trafo 16 reversed,True
S00099,IEEE_CompTestFeeder,714,0,59,59,0.99084,0.99226,0.00142,0.90593,1.00536,0.90637,1.00572,0.00036,702,8.77,8.77,92.8,92.76,OH-1 parallel with OH-2,T7,4178.44,4116.71,-61.74,1690.21,1676.96,-13.25,442.35,439.62,-2.74,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.05,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00100,IEEE_CompTestFeeder,7483,0,243,243,0.95588,0.97909,0.02322,0.90593,1.00536,0.91555,1.00826,0.00289,702,8.77,8.04,92.8,117.38,OH-1 parallel with OH-2,T8,4178.44,3870.03,-308.41,1690.21,1568.45,-121.76,442.35,376.94,-65.41,1,transformer_loading,Transformer T8 loading 117.4% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.73,24.58,0,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00101,IEEE_CompTestFeeder,6222,6,99,105,0.99876,1.06292,0.06416,0.90601,1.00541,0.90728,1.06292,0.05752,622,8.76,23.76,92.79,92.66,SEC-5,T7,4171.94,4071.72,-100.22,1688.64,1667.97,-20.67,441.85,440.63,-1.22,1,voltage,Max voltage 1.0629 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,15.0,-0.13,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.060->-0.032 reversed,True
S00102,IEEE_CompTestFeeder,769,0,218,218,0.95408,0.98637,0.03229,0.90593,1.00536,0.91583,1.00853,0.00317,702,8.77,8.06,92.8,120.15,OH-1 parallel with OH-2,T22,4178.44,3883.92,-294.52,1690.21,1553.22,-136.99,442.35,365.83,-76.52,1,transformer_loading,Transformer T22 loading 120.1% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.71,27.35,41.0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00103,IEEE_CompTestFeeder,7692,12,211,223,0.95598,0.98707,0.03108,0.90652,1.00556,0.91604,1.0086,0.00304,702,8.73,8.05,92.73,123.43,OH-1 parallel with OH-2,T22,4161.65,3877.4,-284.25,1681.67,1550.5,-131.17,437.56,364.32,-73.25,1,transformer_loading,Transformer T22 loading 123.4% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.69,30.69,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00104,IEEE_CompTestFeeder,7643,0,214,214,0.93653,0.96272,0.0262,0.90593,1.00536,0.91524,1.00828,0.00292,702,8.77,8.09,92.8,117.6,OH-1 parallel with OH-2,T14,4178.44,3894.22,-284.22,1690.21,1565.04,-125.17,442.35,372.14,-70.22,1,transformer_loading,Transformer T14 loading 117.6% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.68,24.79,0,0.24,OH-1 parallel with OH-2,T7,line 23 0.091->-0.122 reversed,True
S00105,IEEE_CompTestFeeder,7693,0,174,174,0.95408,0.98021,0.02613,0.90593,1.00536,0.91396,1.00795,0.00259,702,8.77,8.2,92.8,92.31,OH-1 parallel with OH-2,T1,4178.44,3941.68,-236.76,1690.21,1577.95,-112.26,442.35,379.59,-62.76,1,caution,reverse flow,CAUTION,734,702,734,702,-0.58,-0.49,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00106,IEEE_CompTestFeeder,715,5,72,77,0.99096,0.99269,0.00173,0.90596,1.0054,0.90651,1.00583,0.00043,702,8.77,8.77,92.8,92.74,OH-1 parallel with OH-2,T7,4173.2,4097.9,-75.3,1689.06,1673.05,-16.01,442.12,438.82,-3.3,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.06,0,0.208,OH-1 parallel with OH-2,T7,none,True
S00107,IEEE_CompTestFeeder,716,14,146,160,0.98567,1.05974,0.07407,0.90604,1.00545,0.90681,1.05974,0.05428,716,8.77,8.76,92.79,454.74,OH-1 parallel with OH-2,T24,4163.63,4021.91,-141.72,1686.83,1667.7,-19.13,441.54,445.82,4.28,0,voltage,Max voltage 1.0597 pu at bus 716 exceeds 1.05,CONSTRAINED,734,702,734,716,-0.01,361.95,15.85,0.48,OH-1 parallel with OH-2,T7,none,True
S00108,IEEE_CompTestFeeder,724,0,159,159,0.99457,1.04934,0.05477,0.90593,1.00536,0.90801,1.04934,0.04397,624,8.77,36.45,92.8,92.58,SEC-1,T7,4178.44,4014.69,-163.75,1690.21,1655.87,-34.34,442.35,437.61,-4.75,1,voltage_rise,Voltage rise at PV bus 724 0.0548 pu exceeds 0.05,CONSTRAINED,734,702,734,624,27.68,-0.22,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.085 reversed,True
S00109,IEEE_CompTestFeeder,734,6,180,186,0.91148,1.05311,0.14164,0.91148,1.00543,0.92806,1.05311,0.04768,734,8.76,38.95,92.78,92.41,SEC-8,T1,4170.97,3979.34,-191.63,1687.53,1629.45,-58.07,440.88,429.26,-11.63,1,voltage,Max voltage 1.0531 pu at bus 734 exceeds 1.05,CONSTRAINED,734,702,735,734,30.19,-0.37,15.85,0.24,OH-1 parallel with OH-2,T7,line 38 0.010->-0.150 reversed,True
S00110,IEEE_CompTestFeeder,759,0,69,69,0.9374,0.94589,0.00849,0.90593,1.00536,0.90904,1.00636,0.00099,702,8.77,8.55,92.8,92.47,OH-1 parallel with OH-2,T1,4178.44,4085.32,-93.12,1690.21,1647.27,-42.94,442.35,418.23,-24.12,1,caution,reverse flow,CAUTION,734,702,734,702,-0.23,-0.34,35.0,0.24,OH-1 parallel with OH-2,T7,line 18 0.035->-0.034 reversed,True
S00111,IEEE_CompTestFeeder,626,0,113,113,0.99457,1.09934,0.10477,0.90593,1.00536,0.90729,1.09934,0.09397,626,8.77,24.73,92.8,92.66,SEC-2,T7,4178.44,4067.54,-110.9,1690.21,1668.8,-21.41,442.35,444.45,2.1,1,voltage,Max voltage 1.0993 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,15.95,-0.15,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.036 reversed,True
S00112,IEEE_CompTestFeeder,764,0,90,90,0.93653,0.94793,0.0114,0.90593,1.00536,0.91,1.00666,0.0013,702,8.77,8.48,92.8,92.44,OH-1 parallel with OH-2,T1,4178.44,4056.81,-121.64,1690.21,1633.87,-56.34,442.35,410.72,-31.64,1,caution,reverse flow,CAUTION,734,702,734,702,-0.29,-0.37,46.0,0.24,OH-1 parallel with OH-2,T7,line 24 0.046->-0.044 reversed,True
S00113,IEEE_CompTestFeeder,721,0,72,72,0.99457,1.02021,0.02564,0.90593,1.00536,0.90693,1.02021,0.01484,621,8.77,16.98,92.8,92.7,SEC-4,T7,4178.44,4102.1,-76.34,1690.21,1672.79,-17.42,442.35,438.01,-4.34,0,none,No violation,SAFE,734,702,734,621,8.2,-0.11,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00114,IEEE_CompTestFeeder,725,11,185,196,1.00222,1.11539,0.11317,0.90609,1.00544,0.90819,1.11539,0.10995,625,8.75,42.27,92.79,92.56,SEC-1,T7,4166.56,3989.03,-177.53,1687.36,1656.03,-31.33,441.48,448.94,7.47,1,voltage,Max voltage 1.1154 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,33.52,-0.22,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.055->-0.109 reversed,True
S00115,IEEE_CompTestFeeder,6322,0,33,33,0.92107,0.92355,0.00248,0.90593,1.00536,0.90845,1.0057,0.00034,702,8.77,8.68,92.8,92.68,OH-1 parallel with OH-2,T7,4178.44,4138.43,-40.01,1690.21,1676.2,-14.01,442.35,435.34,-7.01,0,none,No violation,SAFE,734,702,734,702,-0.09,-0.13,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00116,IEEE_CompTestFeeder,708,14,236,250,0.95854,0.96702,0.00847,0.90603,1.00545,0.90761,1.0067,0.00126,702,8.77,8.76,92.79,92.62,OH-1 parallel with OH-2,T7,4163.78,3919.11,-244.67,1687.16,1643.37,-43.79,441.7,433.02,-8.67,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.17,75.0,0.24,OH-1 parallel with OH-2,T7,line 3 0.207->-0.029 reversed,True
S00117,IEEE_CompTestFeeder,724,0,218,218,0.99457,1.0681,0.07353,0.90593,1.00536,0.90866,1.0681,0.06273,624,8.77,49.1,92.8,92.51,SEC-1,T7,4178.44,3958.05,-220.39,1690.21,1646.62,-43.58,442.35,439.97,-2.39,1,voltage,Max voltage 1.0681 pu at bus 624 exceeds 1.05,CONSTRAINED,734,702,734,624,40.32,-0.29,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.138 reversed,True
S00118,IEEE_CompTestFeeder,6241,0,42,42,0.99457,1.00971,0.01514,0.90593,1.00536,0.90653,1.00971,0.00434,624,8.77,10.01,92.8,92.74,SEC-1,T7,4178.44,4133.43,-45.01,1690.21,1679.65,-10.56,442.35,439.34,-3.01,0,none,No violation,SAFE,734,702,734,624,1.23,-0.06,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00119,IEEE_CompTestFeeder,6331,0,83,83,0.91349,0.95282,0.03932,0.90593,1.00536,0.92537,1.00617,0.00081,702,8.77,17.14,92.8,92.5,SEC-7,T7,4178.44,4080.38,-98.06,1690.21,1657.05,-33.16,442.35,427.29,-15.06,1,caution,rise 0.0393>=0.03; reverse flow,CAUTION,734,702,735,702,8.37,-0.3,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.065 reversed,True
S00120,IEEE_CompTestFeeder,6232,15,225,240,1.00985,1.19686,0.18701,0.90614,1.00985,0.90829,1.19686,0.18701,623,8.74,48.24,92.78,92.55,SEC-4,T7,4162.37,3963.21,-199.16,1686.4,1659.19,-27.21,441.28,467.12,25.84,1,voltage,Max voltage 1.1969 pu at bus 623 exceeds 1.05,CONSTRAINED,734,623,734,623,39.5,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.051->-0.134 reversed,True
